sgRNA	gene	9606.sample	CRISPR_C6596666.sample
FAM110C_CCDS42645.1_ex1_2:46045-46068:-_5-1	FAM110C	400	443
sgRPL17_4	RPL17_LS	34	273
DNAJC11_CCDS87.1_ex12_1:6727830-6727853:-_5-5	DNAJC11	290	499
GTF3C1_CCDS32414.1_ex25_16:27512577-27512600:+_5-2	GTF3C1	77	462
EPS8L3_CCDS813.1_ex12_1:110301185-110301208:-_5-2	EPS8L3	901	897
RASD1_CCDS11185.1_ex1_17:17399245-17399268:+_5-1	RASD1	567	734
NAPRT1_CCDS6403.2_ex8_8:144659316-144659339:-_5-1	NAPRT1	610	547
SERINC3_CCDS13333.1_ex5_20:43138554-43138577:-_5-1	SERINC3	402	328
SLC25A48_CCDS43366.2_ex2_5:135186153-135186176:+_5-1	SLC25A48	655	651
FOXJ3_CCDS30689.1_ex8_1:42693553-42693576:-_5-3	FOXJ3	486	424
BLOC1S1_CCDS8889.2_ex1_12:56110772-56110795:+_5-3	BLOC1S1	347	411
LRRC70_CCDS47218.1_ex0_5:61875619-61875642:+_5-1	LRRC70	231	222
WWC2_CCDS34109.2_ex10_4:184182105-184182128:+_5-4	WWC2	853	803
PHOX2A_CCDS8214.1_ex2_11:71954826-71954849:+_5-3	PHOX2A	401	550
ZNF677_CCDS12861.1_ex0_19:53741381-53741404:-_5-1	ZNF677	420	534
UCK2_CCDS1252.1_ex2_1:165860530-165860553:-_5-3	UCK2	296	316
CHCHD1_CCDS7334.1_ex1_10:75542138-75542161:-_5-4	CHCHD1	368	616
SDHB_CCDS176.1_ex6_1:17371305-17371328:+_5-4	SDHB	127	514
TMEM59L_CCDS12383.1_ex3_19:18726884-18726907:-_5-4	TMEM59L	481	544
APOBEC4_CCDS1358.1_ex0_1:183617429-183617452:-_5-2	APOBEC4	284	243
sgPOLN_10	POLN_LS	643	425
WASL_CCDS34743.1_ex7_7:123346337-123346360:-_5-4	WASL	434	778
PRAMEF2_CCDS149.1_ex1_1:12919994-12920017:+_4-4	PRAMEF2	298	276
CDNF_CCDS31148.1_ex1_10:14867476-14867499:-_5-2	CDNF	392	250
C15orf56_CCDS32197.1_ex1_15:40544942-40544965:+_5-4	C15orf56	768	534
LTC4S_CCDS34316.1_ex2_5:179222809-179222832:+_5-2	LTC4S	772	647
SMNDC1_CCDS7565.1_ex2_10:112057311-112057334:+_5-1	SMNDC1	103	199
TNFRSF10A_CCDS6039.1_ex9_8:23082279-23082302:-_5-2	TNFRSF10A	439	459
PCDHA12_CCDS47285.1_ex0_5:140256012-140256035:+_5-5	PCDHA12	158	146
PPAN_CCDS12225.1_ex2_19:10218226-10218249:-_5-3	PPAN	4	308
GMPR2_CCDS41935.1_ex1_14:24702740-24702763:+_5-1	GMPR2	718	476
CYP21A2_CCDS4735.1_ex4_6:32007389-32007412:-_5-5	CYP21A2	367	383
SMAD3_CCDS10222.1_ex5_15:67473769-67473792:+_5-4	SMAD3	259	570
MAP3K5_CCDS5179.1_ex29_6:137112986-137113009:-_5-4	MAP3K5	594	426
SPINK1_CCDS4286.1_ex1_5:147207665-147207688:-_4-3	SPINK1	39	37
MRPL23_CCDS31336.1_ex2_11:1973389-1973412:+_5-4	MRPL23	190	288
TAS2R5_CCDS5869.1_ex0_7:141490432-141490455:-_5-2	TAS2R5	335	394
HTATSF1_CCDS14657.1_ex7_X:135592263-135592286:+_5-5	HTATSF1	286	630
KIAA1024L_CCDS58966.1_ex0_5:129084026-129084049:+_5-1	KIAA1024L	442	381
CFTR_CCDS5773.1_ex7_7:117180156-117180179:+_5-5	CFTR	548	516
DEPDC1B_CCDS3977.1_ex6_5:59940661-59940684:+_5-2	DEPDC1B	126	129
FLAD1_CCDS1078.1_ex1_1:154960614-154960637:+_5-1	FLAD1	753	721
AGBL5_CCDS1732.3_ex3_2:27277644-27277667:-_5-3	AGBL5	624	381
SGSM3_CCDS14002.1_ex8_22:40802475-40802498:-_5-4	SGSM3	418	414
RGS22_CCDS43758.1_ex23_8:101092398-101092421:+_5-5	RGS22	299	404
ZNF692_CCDS31127.1_ex10_1:249152414-249152437:-_5-5	ZNF692	941	842
TRIM5_CCDS31392.1_ex6_11:5701219-5701242:+_5-4	TRIM5	780	716
CNNM4_CCDS2024.2_ex0_2:97427727-97427750:+_5-5	CNNM4	167	263
LOR_CCDS30870.1_ex0_1:153233714-153233737:-_5-2	LOR	1041	688
BRWD3_CCDS14447.1_ex19_X:79962962-79962985:-_5-1	BRWD3	440	505
QRSL1_CCDS5057.1_ex5_6:107100191-107100214:-_5-4	QRSL1	181	330
DPCD_CCDS7514.1_ex3_10:103361017-103361040:-_5-4	DPCD	25	46
DENND3_CCDS34947.1_ex2_8:142151358-142151381:-_5-1	DENND3	347	513
NHLH1_CCDS1204.1_ex0_1:160340677-160340700:-_5-3	NHLH1	719	525
XRN2_CCDS13144.1_ex5_20:21311285-21311308:-_5-2	XRN2	68	263
DHRS7B_CCDS11215.1_ex3_17:21087057-21087080:-_5-5	DHRS7B	561	525
SPEG_CCDS42824.1_ex7_2:220327094-220327117:-_6-3	SPEG	602	611
TRIM62_CCDS376.1_ex3_1:33631070-33631093:-_5-4	TRIM62	964	845
TFAM_CCDS59217.1_ex1_10:60145975-60145998:+_6-2	TFAM	113	250
VAV3_CCDS785.1_ex14_1:108293795-108293818:+_9-6	VAV3	295	214
USP45_CCDS34501.1_ex13_6:99951694-99951717:-_5-4	USP45	89	87
sgCBX2_9	CBX2_LS	699	553
CTSS_CCDS55634.1_ex4_1:150730377-150730400:-_5-3	CTSS	416	385
NEK6_CCDS48015.1_ex3_9:127076194-127076217:+_5-3	NEK6	683	345
KBTBD6_CCDS9376.1_ex0_13:41706356-41706379:+_5-4	KBTBD6	306	397
UPK2_CCDS8404.1_ex1_11:118827629-118827652:+_5-1	UPK2	653	659
RXFP3_CCDS3900.1_ex0_5:33937081-33937104:+_5-1	RXFP3	907	633
ITGAE_CCDS32531.1_ex18_17:3657201-3657224:+_5-2	ITGAE	412	469
KIAA1147_CCDS47726.1_ex6_7:141385421-141385444:-_5-4	KIAA1147	146	201
RNF130_CCDS4451.1_ex8_5:179498569-179498592:-_5-5	RNF130	624	622
DAP_CCDS3880.1_ex1_5:10683664-10683687:+_5-3	DAP	548	459
BTG3_CCDS13569.1_ex3_21:18981288-18981311:-_5-5	BTG3	269	320
ATP4A_CCDS12467.1_ex11_19:36048718-36048741:+_5-1	ATP4A	348	558
TOPBP1_CCDS46919.1_ex15_3:133358852-133358875:-_5-1	TOPBP1	96	435
ACLY_CCDS11412.1_ex26_17:40068754-40068777:-_5-5	ACLY	245	419
GPR98_CCDS47246.1_ex19_5:89949372-89949395:+_5-2	GPR98	415	367
U2AF1L4_CCDS12473.1_ex3_19:36235254-36235277:-_5-4	U2AF1L4	656	661
PROK2_CCDS2916.1_ex1_3:71830609-71830632:+_5-1	PROK2	148	185
KRBOX4_CCDS14267.1_ex1_X:46322277-46322300:+_5-2	KRBOX4	348	354
MTURN_CCDS5425.2_ex0_7:30174855-30174878:-_5-2	MTURN	606	566
sgRNASEL_2	RNASEL_LS	307	174
KCTD18_CCDS2330.1_ex2_2:201362561-201362584:-_5-1	KCTD18	325	387
ANKRD26_CCDS41499.1_ex21_10:27350065-27350088:+_5-3	ANKRD26	467	385
FASTK_CCDS59088.1_ex7_7:150775998-150776021:+_5-4	FASTK	649	492
SYNE2_CCDS41963.1_ex105_14:64683013-64683036:-_14-8	SYNE2	465	615
SERGEF_CCDS7828.1_ex5_11:18017392-18017415:-_5-1	SERGEF	700	738
SCN8A_CCDS44891.1_ex10_12:52115664-52115687:-_5-2	SCN8A	875	932
LRRN4_CCDS13097.1_ex1_20:6025261-6025284:+_5-1	LRRN4	483	381
sgNUDC_5	NUDC_LS	33	533
SPINK6_CCDS34268.1_ex2_5:147593546-147593569:-_5-5	SPINK6	117	169
YPEL3_CCDS42147.1_ex3_16:30106613-30106636:+_8-6	YPEL3	354	509
WDR81_CCDS54061.1_ex2_17:1634172-1634195:-_5-3	WDR81	244	669
IGSF5_CCDS33562.1_ex2_21:41137641-41137664:-_5-1	IGSF5	641	507
TMEM220_CCDS32567.1_ex2_17:10628382-10628405:-_5-3	TMEM220	634	756
STXBP5L_CCDS43137.1_ex0_3:120628525-120628548:+_5-1	STXBP5L	768	946
SEMA4C_CCDS2029.1_ex12_2:97532139-97532162:+_5-5	SEMA4C	641	614
PRRC1_CCDS4143.1_ex1_5:126860489-126860512:-_5-3	PRRC1	347	379
RUSC1_CCDS1112.1_ex1_1:155294931-155294954:+_5-1	RUSC1	1066	921
SPATA3_CCDS2481.1_ex0_2:231861196-231861219:-_5-4	SPATA3	369	268
CHAC2_CCDS33196.1_ex2_2:54001269-54001292:+_5-3	CHAC2	393	321
sgIDH1_2	IDH1_LS	498	491
CLMP_CCDS8441.1_ex5_11:122968514-122968537:-_5-5	CLMP	417	452
ADAMTS16_CCDS43299.1_ex10_5:5222914-5222937:-_5-5	ADAMTS16	659	486
SLC26A11_CCDS11771.2_ex1_17:78196530-78196553:+_5-1	SLC26A11	737	572
DMRT1_CCDS6442.1_ex2_9:893909-893932:+_5-4	DMRT1	490	436
KCNK7_CCDS31608.1_ex2_11:65363129-65363152:-_5-5	KCNK7	507	678
THEM6_CCDS6386.1_ex0_8:143808895-143808918:+_5-2	THEM6	471	647
LCE4A_CCDS1022.1_ex0_1:152681678-152681701:-_5-2	LCE4A	781	584
CERK_CCDS14077.1_ex6_22:47097533-47097556:+_5-1	CERK	681	630
RNF224_CCDS55356.1_ex1_9:140123244-140123267:-_5-2	RNF224	374	436
MORN4_CCDS7468.1_ex2_10:99377039-99377062:-_5-5	MORN4	347	354
ASRGL1_CCDS8019.1_ex1_11:62123883-62123906:-_5-3	ASRGL1	540	377
CTRL00763	NON-TARGETING	624	498
GPR18_CCDS9491.1_ex0_13:99907877-99907900:+_5-4	GPR18	87	108
EMC4_CCDS10035.1_ex2_15:34519892-34519915:+_5-5	EMC4	638	830
DUSP15_CCDS13193.1_ex0_20:30449383-30449406:+_8-1	DUSP15	927	682
FASLG_CCDS1304.1_ex0_1:172628617-172628640:+_5-1	FASLG	1165	800
sgPKN2_8	PKN2_LS	390	317
sgZAK_4	ZAK_LS	209	247
ATP6V1B1_CCDS1912.1_ex3_2:71185499-71185522:-_5-3	ATP6V1B1	342	225
PRRT1_CCDS4739.1_ex2_6:32118245-32118268:-_5-4	PRRT1	123	321
KDM2B_CCDS41849.1_ex18_12:121987456-121987479:+_5-5	KDM2B	290	341
ZCRB1_CCDS8740.1_ex4_12:42711587-42711610:-_5-3	ZCRB1	136	160
AP3M1_CCDS7342.1_ex7_10:75897953-75897976:-_5-5	AP3M1	116	157
MELK_CCDS59123.1_ex9_9:36643001-36643024:-_5-3	MELK	279	255
CTPS2_CCDS14175.1_ex10_X:16707605-16707628:+_5-1	CTPS2	275	328
PLCB1_CCDS13102.1_ex9_20:8665595-8665618:+_5-4	PLCB1	322	339
GRK6_CCDS34303.1_ex2_5:176859050-176859073:+_5-2	GRK6	738	683
SUCLA2_CCDS9406.1_ex7_13:48562717-48562740:-_5-2	SUCLA2	167	410
C17orf58_CCDS42375.1_ex0_17:65989158-65989181:-_8-8	C17orf58	244	362
SLC17A3_CCDS4566.2_ex7_6:25861872-25861895:+_5-3	SLC17A3	462	438
LSM12_CCDS11475.1_ex3_17:42141171-42141194:+_5-3	LSM12	214	231
FBXO25_CCDS5952.1_ex4_8:400015-400038:+_5-1	FBXO25	672	558
TRIM73_CCDS34665.1_ex0_7:75028473-75028496:-_5-4	TRIM73	528	929
TUBGCP4_CCDS42030.1_ex5_15:43672334-43672357:+_5-3	TUBGCP4	45	593
FAM227B_CCDS32237.1_ex8_15:49867237-49867260:+_5-2	FAM227B	325	256
RCAN3_CCDS254.1_ex1_1:24857742-24857765:-_10-5	RCAN3	295	159
S1PR1_CCDS777.1_ex0_1:101705125-101705148:-_5-3	S1PR1	619	530
CLEC1A_CCDS8612.1_ex3_12:10233834-10233857:-_5-3	CLEC1A	482	389
CLDN7_CCDS11096.1_ex2_17:7164274-7164297:-_5-2	CLDN7	678	561
FBN3_CCDS12196.1_ex50_19:8197933-8197956:-_5-3	FBN3	707	577
PYURF_CCDS3631.1_ex1_4:89444718-89444741:-_5-4	PYURF	174	392
STRIP1_CCDS30798.1_ex9_1:110586292-110586315:+_5-5	STRIP1	294	473
GNRHR_CCDS3517.1_ex2_4:68619757-68619780:-_5-4	GNRHR	597	525
RAD21_CCDS6321.1_ex6_8:117868487-117868510:+_5-1	RAD21	112	413
HOXD12_CCDS46456.1_ex0_2:176964882-176964905:+_5-5	HOXD12	813	677
HLA-DOB_CCDS4754.1_ex3_6:32782321-32782344:+_5-1	HLA-DOB	389	652
GDF1_CCDS42526.1_ex0_19:18980064-18980087:-_5-1	GDF1	259	417
UGT1A7_CCDS2506.1_ex0_2:234590863-234590886:-_2-1	UGT1A7	946	896
CAPN9_CCDS1586.1_ex6_1:230907823-230907846:+_5-5	CAPN9	682	652
BTNL8_CCDS43413.1_ex2_5:180338362-180338385:-_9-2	BTNL8	299	311
DDX47_CCDS8655.1_ex1_12:12967096-12967119:-_5-1	DDX47	12	576
USP26_CCDS14635.1_ex0_X:132161411-132161434:-_5-2	USP26	260	284
IGFBPL1_CCDS35017.1_ex3_9:38423952-38423975:+_5-1	IGFBPL1	434	450
RHOJ_CCDS9757.1_ex2_14:63747708-63747731:+_5-5	RHOJ	435	335
OTOP1_CCDS3372.1_ex1_4:4199677-4199700:+_5-1	OTOP1	528	419
FBXL4_CCDS5041.1_ex5_6:99365560-99365583:-_5-4	FBXL4	388	348
DEPTOR_CCDS6331.1_ex3_8:120977615-120977638:-_5-2	DEPTOR	338	616
EXOC4_CCDS43648.1_ex3_7:132990749-132990772:-_5-3	EXOC4	667	726
DDB2_CCDS7927.1_ex3_11:47254420-47254443:+_5-4	DDB2	465	438
FBXO5_CCDS47501.1_ex3_6:153296395-153296418:-_5-4	FBXO5	184	199
ADD2_CCDS1906.1_ex13_2:70933429-70933452:-_5-5	ADD2	132	326
FCAMR_CCDS41460.1_ex2_1:207135796-207135819:+_5-2	FCAMR	753	491
MAP4K2_CCDS8082.1_ex22_11:64568272-64568295:+_5-4	MAP4K2	505	516
sgMORC2_2	MORC2_LS	439	496
CISH_CCDS2831.1_ex0_3:50645337-50645360:+_5-2	CISH	781	586
PIK3IP1_CCDS13893.1_ex2_22:31685640-31685663:-_5-2	PIK3IP1	603	469
GAD2_CCDS7149.1_ex1_10:26506561-26506584:+_5-1	GAD2	864	857
RUVBL1_CCDS3047.1_ex8_3:127831786-127831809:+_5-5	RUVBL1	95	527
ABCA3_CCDS10466.1_ex21_16:2354103-2354126:+_5-2	ABCA3	532	426
FXYD3_CCDS12442.1_ex3_19:35613703-35613726:+_13-10	FXYD3	787	931
TBC1D10C_CCDS58150.1_ex1_11:67172581-67172604:+_5-2	TBC1D10C	517	606
KDSR_CCDS11982.1_ex7_18:61026967-61026990:-_5-1	KDSR	99	68
OPRM1_CCDS43517.1_ex1_6:154411044-154411067:+_5-1	OPRM1	20	85
GTF2H4_CCDS34386.1_ex3_6:30878513-30878536:+_5-3	GTF2H4	94	458
XRCC6BP1_CCDS41802.1_ex3_12:58345631-58345654:-_5-3	XRCC6BP1	230	515
KCTD18_CCDS2330.1_ex4_2:201369574-201369597:-_5-4	KCTD18	570	625
MS4A2_CCDS7980.1_ex4_11:59860857-59860880:+_5-5	MS4A2	147	73
DPM2_CCDS6886.1_ex1_9:130698862-130698885:+_5-2	DPM2	615	639
ERCC1_CCDS12662.1_ex7_19:45924434-45924457:-_5-2	ERCC1	518	598
ZNF789_CCDS34693.1_ex3_7:99084250-99084273:+_6-4	ZNF789	364	303
RPLP0_CCDS9193.1_ex4_12:120636986-120637009:-_5-4	RPLP0	54	508
PSORS1C2_CCDS4694.1_ex0_6:31105976-31105999:+_5-4	PSORS1C2	613	656
CCDC104_CCDS1854.2_ex4_2:55761013-55761036:+_5-4	CCDC104	641	560
COASY_CCDS11429.1_ex0_17:40715198-40715221:-_5-4	COASY	402	507
MIF_CCDS13819.1_ex1_22:24236995-24237018:-_5-3	MIF	675	766
PAX6_CCDS31451.1_ex6_11:31822266-31822289:-_5-1	PAX6	1047	835
ACAT2_CCDS5268.1_ex4_6:160196223-160196246:+_5-3	ACAT2	186	175
TANC2_CCDS45754.1_ex7_17:61392018-61392041:-_5-3	TANC2	565	671
RAD23B_CCDS59138.1_ex1_9:110068845-110068868:-_5-2	RAD23B	518	428
SLFNL1_CCDS460.1_ex2_1:41483667-41483690:+_5-1	SLFNL1	1000	974
TNNT3_CCDS41594.1_ex8_11:1955002-1955025:+_5-2	TNNT3	1327	725
sgDDX3X_10	DDX3X_LS	18	425
sgMED30_4	MED30_LS	46	595
ZNF783_CCDS56519.1_ex1_7:148963580-148963603:+_5-1	ZNF783	846	937
GZMA_CCDS3965.1_ex2_5:54403709-54403732:-_5-4	GZMA	74	447
UGT2B4_CCDS43234.1_ex5_4:70361416-70361439:+_5-5	UGT2B4	610	612
DMPK_CCDS12674.1_ex8_19:46280939-46280962:+_5-1	DMPK	454	624
SLC25A14_CCDS14623.1_ex2_X:129480611-129480634:-_5-4	SLC25A14	920	540
TAS2R14_CCDS8637.1_ex0_12:11091631-11091654:-_5-5	TAS2R14	457	516
EPGN_CCDS59475.1_ex2_4:75178012-75178035:-_7-6	EPGN	235	379
SCRT1_CCDS6421.1_ex0_8:145557735-145557758:-_5-3	SCRT1	647	791
ATXN10_CCDS14070.1_ex5_22:46114287-46114310:-_5-5	ATXN10	19	61
CREG1_CCDS1262.1_ex3_1:167522886-167522909:-_5-5	CREG1	803	760
KCNMB2_CCDS3223.1_ex2_3:178546079-178546102:-_5-3	KCNMB2	214	309
PCGF3_CCDS3339.2_ex3_4:737345-737368:+_5-4	PCGF3	435	307
PARP2_CCDS41910.1_ex7_14:20822384-20822407:+_5-4	PARP2	430	292
WFDC11_CCDS13364.1_ex1_20:44278032-44278055:-_5-4	WFDC11	415	330
DCTN2_CCDS44930.1_ex6_12:57927070-57927093:+_5-1	DCTN2	502	499
PRKX_CCDS14125.1_ex5_X:3573362-3573385:-_5-1	PRKX	551	670
CCDC116_CCDS13791.1_ex1_22:21988645-21988668:-_5-3	CCDC116	795	748
ABI3_CCDS11546.1_ex2_17:47295113-47295136:+_5-1	ABI3	300	526
LIMCH1_CCDS33977.1_ex7_4:41621288-41621311:-_5-2	LIMCH1	654	550
SLC8A3_CCDS35498.1_ex6_14:70634618-70634641:+_11-9	SLC8A3	820	551
CCDC148_CCDS33304.1_ex8_2:159195545-159195568:-_5-4	CCDC148	321	318
KLHDC1_CCDS9692.1_ex3_14:50177052-50177075:-_5-3	KLHDC1	270	423
ZNF319_CCDS32462.1_ex0_16:58031823-58031846:-_5-4	ZNF319	550	308
sgSPIN1_6	SPIN1_LS	596	570
HARS_CCDS4237.1_ex6_5:140057312-140057335:-_5-2	HARS	67	347
VLDLR_CCDS34979.1_ex5_9:2643701-2643724:+_5-5	VLDLR	841	811
CCNJL_CCDS4350.2_ex4_5:159707555-159707578:-_5-5	CCNJL	604	428
sgPSMD14_8	PSMD14_LS	7	591
UGT2A1_CCDS3529.1_ex5_4:70513176-70513199:+_5-5	UGT2A1	674	572
FCAR_CCDS12907.1_ex3_19:55399586-55399609:+_12-10	FCAR	287	387
CDH6_CCDS3894.1_ex1_5:31294203-31294226:-_5-1	CDH6	406	295
HDLBP_CCDS2547.1_ex16_2:242189314-242189337:-_5-2	HDLBP	748	713
SPZ1_CCDS43336.1_ex0_5:79616921-79616944:+_5-5	SPZ1	476	750
TCF15_CCDS33432.1_ex1_20:590661-590684:+_5-3	TCF15	699	715
BEGAIN_CCDS9962.1_ex0_14:101005323-101005346:-_5-1	BEGAIN	379	573
POLR1D_CCDS9324.1_ex2_13:28239818-28239841:-_10-8	POLR1D	421	243
sgTBL1X_5	TBL1X_LS	526	450
ORM2_CCDS6804.1_ex3_9:117093898-117093921:+_4-3	ORM2	286	371
sgCRYAB_5	CRYAB_LS	202	370
XKR9_CCDS34905.1_ex2_8:71646292-71646315:+_5-5	XKR9	0	23
GGA2_CCDS10611.1_ex8_16:23494310-23494333:-_5-1	GGA2	321	339
CHIA_CCDS41368.1_ex8_1:111861798-111861821:-_5-5	CHIA	537	452
MAML3_CCDS54805.1_ex4_4:141074130-141074153:+_5-4	MAML3	640	623
RGS8_CCDS1349.1_ex2_1:182635140-182635163:-_5-4	RGS8	427	279
EIF6_CCDS13249.1_ex4_20:33872052-33872075:-_5-4	EIF6	133	612
GALR2_CCDS11739.1_ex1_17:74072765-74072788:+_5-3	GALR2	491	615
WDR82_CCDS2851.2_ex7_3:52304792-52304815:-_5-4	WDR82	39	149
CAP2_CCDS4539.1_ex3_6:17507386-17507409:+_5-2	CAP2	557	452
PFDN5_CCDS8853.1_ex1_12:53689702-53689725:+_8-2	PFDN5	217	416
HSPA14_CCDS60487.1_ex1_10:14881951-14881974:-_6-2	HSPA14	337	352
sgMASTL_10	MASTL_LS	202	454
MFSD6_CCDS2306.1_ex0_2:191301722-191301745:+_5-2	MFSD6	579	486
DDRGK1_CCDS13050.1_ex5_20:3180684-3180707:+_5-1	DDRGK1	668	624
ALKBH8_CCDS8337.2_ex4_11:107403025-107403048:-_5-2	ALKBH8	345	385
MEP1B_CCDS45846.1_ex8_18:29788087-29788110:-_5-4	MEP1B	334	230
PRPF3_CCDS951.1_ex3_1:150305232-150305255:-_5-2	PRPF3	126	133
PCDHGA12_CCDS4260.1_ex0_5:140810882-140810905:-_5-2	PCDHGA12	379	392
STK25_CCDS2549.1_ex5_2:242438390-242438413:+_5-2	STK25	776	780
ROBO3_CCDS44755.1_ex1_11:124738716-124738739:+_5-1	ROBO3	834	733
CPPED1_CCDS42119.1_ex1_16:12875183-12875206:-_5-4	CPPED1	633	589
CSTF3_CCDS7883.1_ex13_11:33127173-33127196:-_8-4	CSTF3	57	176
sgORC1_6	ORC1_LS	46	354
SOCS4_CCDS9722.1_ex0_14:55510354-55510377:-_5-5	SOCS4	693	679
HIST1H2AE_CCDS4595.1_ex0_6:26217319-26217342:+_5-2	HIST1H2AE	266	662
sgTSPYL2_1	TSPYL2_LS	212	401
FMO1_CCDS1294.1_ex3_1:171247997-171248020:-_5-4	FMO1	644	551
RBMS3_CCDS33724.1_ex6_3:29910408-29910431:+_5-4	RBMS3	205	121
OXCT2_CCDS445.1_ex0_1:40236442-40236465:-_5-1	OXCT2	1004	570
ODC1_CCDS1672.1_ex8_2:10584676-10584699:+_5-5	ODC1	238	209
C11orf52_CCDS8353.1_ex2_11:111796416-111796439:+_5-1	C11orf52	518	247
TCIRG1_CCDS53670.1_ex4_11:67814996-67815019:-_5-4	TCIRG1	817	844
LRRC18_CCDS31197.1_ex1_10:50122050-50122073:+_5-4	LRRC18	143	169
AEBP2_CCDS44841.1_ex2_12:19626223-19626246:-_5-4	AEBP2	343	283
ZMYM6_CCDS387.2_ex7_1:35476532-35476555:+_5-3	ZMYM6	952	797
NDUFC2_CCDS55779.1_ex2_11:77790645-77790668:+_5-5	NDUFC2	144	375
AP1G2_CCDS9602.1_ex15_14:24034863-24034886:-_5-2	AP1G2	237	345
EFHB_CCDS33715.2_ex10_3:19961353-19961376:+_5-2	EFHB	244	313
MSGN1_CCDS42657.1_ex0_2:17998044-17998067:-_5-4	MSGN1	849	563
CTRL00161	NON-TARGETING	656	486
SP5_CCDS33322.1_ex1_2:171573076-171573099:+_5-3	SP5	476	540
TNNI3_CCDS42628.1_ex5_19:55668431-55668454:-_5-5	TNNI3	467	639
MYLK2_CCDS13191.1_ex1_20:30407989-30408012:+_5-1	MYLK2	290	319
ATG2B_CCDS9944.2_ex22_14:96783580-96783603:-_5-1	ATG2B	322	339
sgSKP1_9	SKP1_LS	97	365
HPCA_CCDS370.1_ex0_1:33354612-33354635:+_5-1	HPCA	315	284
H2AFB3_CCDS35464.1_ex0_X:154689389-154689412:-_5-1	H2AFB3	245	492
sgCCDC12_9	CCDC12_LS	108	268
SMIM1_CCDS57966.1_ex0_1:3692041-3692064:-_5-2	SMIM1	101	568
ZC3H15_CCDS42791.1_ex3_2:187366034-187366057:+_5-2	ZC3H15	261	171
CREB1_CCDS2374.1_ex1_2:208425010-208425033:-_5-2	CREB1	565	452
HAL_CCDS58264.1_ex7_12:96379696-96379719:+_5-1	HAL	370	382
IDI1_CCDS7056.1_ex2_10:1089226-1089249:+_5-2	IDI1	89	197
C7orf49_CCDS5838.2_ex0_7:134851580-134851603:-_7-5	C7orf49	1091	948
TCEANC_CCDS48081.1_ex1_X:13680652-13680675:-_5-1	TCEANC	355	300
EPSTI1_CCDS31964.1_ex9_13:43538200-43538223:-_5-1	EPSTI1	117	91
MYOZ1_CCDS7330.1_ex3_10:75397555-75397578:-_5-3	MYOZ1	536	695
CIB2_CCDS10296.1_ex3_15:78403563-78403586:-_8-8	CIB2	562	443
FAM151A_CCDS594.1_ex2_1:55077369-55077392:+_5-1	FAM151A	791	705
FAM228A_CCDS42659.1_ex3_2:24406492-24406515:+_5-5	FAM228A	40	53
TM4SF18_CCDS3142.1_ex3_3:149048172-149048195:-_5-3	TM4SF18	521	354
DCAKD_CCDS11493.1_ex2_17:43111668-43111691:-_5-4	DCAKD	489	506
INVS_CCDS6746.1_ex1_9:102888708-102888731:-_5-1	INVS	192	177
KLF17_CCDS508.1_ex1_1:44595264-44595287:-_5-3	KLF17	226	343
NUDT3_CCDS4791.1_ex3_6:34309696-34309719:-_5-4	NUDT3	534	434
CTRL00338	NON-TARGETING	446	236
MRPL13_CCDS6332.1_ex4_8:121444298-121444321:-_5-5	MRPL13	230	147
RGR_CCDS41543.1_ex2_10:86008763-86008786:-_5-4	RGR	308	377
ACTL8_CCDS183.1_ex0_1:18149598-18149621:+_5-1	ACTL8	565	392
sgJAK1_9	JAK1_LS	516	344
KCNV2_CCDS6447.1_ex0_9:2717885-2717908:+_5-1	KCNV2	95	85
DUSP13_CCDS53542.1_ex1_10:76867842-76867865:-_13-11	DUSP13	644	585
DISC1_CCDS31055.1_ex1_1:231829880-231829903:-_12-5	DISC1	374	396
LEPROTL1_CCDS47834.1_ex3_8:29994796-29994819:+_6-6	LEPROTL1	393	421
FAM129B_CCDS35144.1_ex10_9:130287398-130287421:+_5-5	FAM129B	744	791
CTRL00407	NON-TARGETING	414	453
sgKDM4B_7	KDM4B_LS	307	491
MAL_CCDS2006.1_ex1_2:95713744-95713767:+_15-4	MAL	88	600
SCP2D1_CCDS13139.1_ex0_20:18794623-18794646:+_5-3	SCP2D1	360	337
PWWP2A_CCDS47331.1_ex2_5:159520984-159521007:+_5-1	PWWP2A	492	507
EPSTI1_CCDS31964.1_ex12_13:43566099-43566122:+_5-4	EPSTI1	448	340
TBL1Y_CCDS14779.1_ex2_Y:6931977-6932000:-_5-1	TBL1Y	801	379
ANKRD52_CCDS44920.1_ex20_12:56648044-56648067:+_5-4	ANKRD52	280	340
KRT74_CCDS8832.1_ex8_12:52967245-52967268:+_5-4	KRT74	489	483
FNBP1L_CCDS53343.1_ex6_1:93996322-93996345:+_5-3	FNBP1L	214	354
LRIF1_CCDS30800.1_ex2_1:111494467-111494490:+_10-7	LRIF1	461	564
NFX1_CCDS6538.1_ex1_9:33295187-33295210:+_5-5	NFX1	514	382
ADARB2_CCDS7058.1_ex7_10:1405818-1405841:+_5-4	ADARB2	161	141
APOM_CCDS4710.1_ex4_6:31625415-31625438:-_9-9	APOM	432	418
NXPH4_CCDS8933.1_ex1_12:57618812-57618835:+_5-2	NXPH4	669	648
C2orf62_CCDS2414.1_ex5_2:219227483-219227506:-_5-5	C2orf62	355	380
PACRG_CCDS43524.1_ex1_6:163235272-163235295:-_5-4	PACRG	536	374
